Target,RA,DEC,Sp. Type,T_eff [K],B [mag],V [mag],G [mag],Dist [pc],Data products (ascii),Data products (csv)
HD25535A,02:03.4,-34:28:55.75,N/A,N/A,7.94,7.26,nan,nan,HD25535A_harps_all-data_v1.dat,HD25535A_harps_all-data_v1.csv
HD25565,02:06.1,-36:37:00.944,K0V,5174,10.07,9.18,8.961,46.09,HD25565_harps_all-data_v1.dat,HD25565_harps_all-data_v1.csv
HD25587,02:42.7,-27:29:00.769,F7V,6121.7,7.931,7.392,7.265,59.44,HD25587_harps_all-data_v1.dat,HD25587_harps_all-data_v1.csv
HD25673,04:20.3,-04:39:18.496,G8V,5141,10.36,9.56,9.293,46.92,HD25673_harps_all-data_v1.dat,HD25673_harps_all-data_v1.csv
HD2567,29:16.1,-05:54:37.763,G1V,5959,8.4,7.76,7.635,54.88,HD2567_harps_all-data_v1.dat,HD2567_harps_all-data_v1.csv
HD256,07:18.3,-17:23:13.242,A2IV/V,8168.8,6.33,6.23,6.162,145.18,HD256_harps_all-data_v1.dat,HD256_harps_all-data_v1.csv
HD25825,06:16.1,+15:41:53.234,G0V,5964.7,8.416,7.811,7.693,47.56,HD25825_harps_all-data_v1.dat,HD25825_harps_all-data_v1.csv
HD25874,02:27.0,-61:21:25.130,G2V,N/A,7.41,6.73,6.561,25.97,HD25874_harps_all-data_v1.dat,HD25874_harps_all-data_v1.csv
HD25912,03:37.9,-51:55:51.021,G3/5V,5807,8.85,8.19,8.028,49.24,HD25912_harps_all-data_v1.dat,HD25912_harps_all-data_v1.csv
HD26071,06:01.2,-38:59:49.289,G5IV/V,5597,9.6,8.87,8.712,87.33,HD26071_harps_all-data_v1.dat,HD26071_harps_all-data_v1.csv
HD26297,09:03.4,-15:53:27.057,G5/6IVw,4617.8,8.55,7.47,7.086,664.58,HD26297_harps_all-data_v1.dat,HD26297_harps_all-data_v1.csv
HD2638,29:59.9,-05:45:50.398,K1V,5131.4,10.33,9.38,9.193,55.05,HD2638_harps_all-data_v1.dat,HD2638_harps_all-data_v1.csv
HD26430,08:06.8,-53:46:45.373,K2/3(V),4976.3,10.67,9.931,9.55,48.36,HD26430_harps_all-data_v1.dat,HD26430_harps_all-data_v1.csv
HD26729,12:23.7,-31:34:51.962,G5IV,5627.5,8.18,7.44,7.255,54.05,HD26729_harps_all-data_v1.dat,HD26729_harps_all-data_v1.csv
HD26864,12:43.7,-47:33:56.555,G3V,N/A,9.36,8.72,8.579,60.69,HD26864_harps_all-data_v1.dat,HD26864_harps_all-data_v1.csv
HD26887,14:52.0,-05:23:47.353,F8/G0V,6021.8,8.98,8.46,8.313,65.62,HD26887_harps_all-data_v1.dat,HD26887_harps_all-data_v1.csv
HD26911,15:46.3,+15:24:02.506,F5V,6711,6.705,6.3,6.203,46.91,HD26911_harps_all-data_v1.dat,HD26911_harps_all-data_v1.csv
HD26913,15:25.8,+06:11:58.749,G8V,5648,7.58,6.92,6.763,22.1,HD26913_harps_all-data_v1.dat,HD26913_harps_all-data_v1.csv
HD26923,15:28.8,+06:11:12.699,G0IV,6052,6.86,nan,6.159,22.09,HD26923_harps_all-data_v1.dat,HD26923_harps_all-data_v1.csv
HD269556,27:05.6,-68:30:09.083,G5,4758.2,11.17,9.95,9.643,804.25,HD269556_harps_all-data_v1.dat,HD269556_harps_all-data_v1.csv
HD26956,14:51.4,-25:00:40.365,G3V,5809.2,9.81,9.14,9.003,83.02,HD26956_harps_all-data_v1.dat,HD26956_harps_all-data_v1.csv
HD26965,15:16.3,-07:39:10.338,K0V,N/A,5.25,4.43,4.107,5.04,HD26965_harps_all-data_v1.dat,HD26965_harps_all-data_v1.csv
HD26967,14:00.1,-42:17:39.723,K2III,4624,4.96,3.86,3.437,35.81,HD26967_harps_all-data_v1.dat,HD26967_harps_all-data_v1.csv
HD2696,30:22.7,-23:47:15.656,A3V,8248.7,5.31,5.19,5.116,53.14,HD2696_harps_all-data_v1.dat,HD2696_harps_all-data_v1.csv
HD26990,16:16.5,+07:09:33.777,G0V:,5731.7,8.14,7.51,7.326,39.04,HD26990_harps_all-data_v1.dat,HD26990_harps_all-data_v1.csv
HD27063,16:30.2,-00:34:22.093,G3V,5811.7,8.71,8.07,7.891,43.13,HD27063_harps_all-data_v1.dat,HD27063_harps_all-data_v1.csv
HD27371,19:47.6,+15:37:39.515,G9.5IIIabCN0.5,4707.2,4.64,3.65,3.29,44.2,HD27371_harps_all-data_v1.dat,HD27371_harps_all-data_v1.csv
HD273832,12:49.2,-48:31:36.514,G5,5835.6,10.44,9.81,9.701,100.05,HD273832_harps_all-data_v1.dat,HD273832_harps_all-data_v1.csv
HD274255,30:14.0,-42:41:50.378,M0V,4036.3,11.096,9.706,9.097,19.15,HD274255_harps_all-data_v1.dat,HD274255_harps_all-data_v1.csv
HD27442A,16:29.0,-59:18:07.761,K2III,4677,5.52,4.44,4.064,18.28,HD27442A_harps_all-data_v1.dat,HD27442A_harps_all-data_v1.csv
HD27471,18:00.1,-45:39:03.821,G2/3V,5892.5,8.15,7.54,7.369,57.71,HD27471_harps_all-data_v1.dat,HD27471_harps_all-data_v1.csv
HD27483,20:52.7,+13:51:51.938,DA3+F6V,6503.8,6.603,6.141,6.033,47.5,HD27483_harps_all-data_v1.dat,HD27483_harps_all-data_v1.csv
HD27536,20:38.6,-06:14:45.579,K0III,5025.5,7.036,6.154,6.067,64.17,HD27536_harps_all-data_v1.dat,HD27536_harps_all-data_v1.csv
HD27631,19:45.5,-41:57:36.951,G3IV/V,5732.5,8.914,8.24,8.085,50.36,HD27631_harps_all-data_v1.dat,HD27631_harps_all-data_v1.csv
HD2768,30:48.1,-56:35:41.995,G5/6V,5565.3,9.79,9.07,8.884,58.7,HD2768_harps_all-data_v1.dat,HD2768_harps_all-data_v1.csv
HD27697,22:56.1,+17:32:33.055,G9.5IIICN0.5,4946.5,4.74,3.76,3.415,52.46,HD27697_harps_all-data_v1.dat,HD27697_harps_all-data_v1.csv
HD27894,20:47.0,-59:24:39.023,K2V,N/A,10.42,9.42,9.066,43.88,HD27894_harps_all-data_v1.dat,HD27894_harps_all-data_v1.csv
HD27935,24:43.2,+04:41:59.839,G8V,5322,9.685,8.934,8.721,57.74,HD27935_harps_all-data_v1.dat,HD27935_harps_all-data_v1.csv
HD27947,25:00.3,+11:58:40.535,G0,5922.8,9.05,8.4,8.256,55.26,HD27947_harps_all-data_v1.dat,HD27947_harps_all-data_v1.csv
HD28028,24:02.2,-34:01:00.650,K3.5III,4135,5.45,3.96,3.292,83.49,HD28028_harps_all-data_v1.dat,HD28028_harps_all-data_v1.csv
HD28093,21:53.3,-63:23:10.996,G8III,4975.5,6.2,5.24,4.904,113.88,HD28093_harps_all-data_v1.dat,HD28093_harps_all-data_v1.csv
HD28185,26:26.3,-10:33:02.945,G6.5IV-V,5665,8.52,7.81,7.627,39.43,HD28185_harps_all-data_v1.dat,HD28185_harps_all-data_v1.csv
HD28192,26:48.8,-01:43:28.669,G0V,5883,8.67,8.07,7.899,49.88,HD28192_harps_all-data_v1.dat,HD28192_harps_all-data_v1.csv
HD28254,24:50.7,-50:37:19.883,G5V,5545,8.439,7.684,7.5,55.38,HD28254_harps_all-data_v1.dat,HD28254_harps_all-data_v1.csv
HD28305,28:37.0,+19:10:49.544,G9.5IIICN0.5,4670.8,4.54,3.53,3.159,49.23,HD28305_harps_all-data_v1.dat,HD28305_harps_all-data_v1.csv
HD28307,28:34.5,+15:57:43.849,G9IIIFe-0.5,4987,4.78,3.84,3.493,46.69,HD28307_harps_all-data_v1.dat,HD28307_harps_all-data_v1.csv
HD2834,31:25.0,-48:48:12.675,A1Va,9278.5,4.79,4.77,4.69,56.13,HD2834_harps_all-data_v1.dat,HD2834_harps_all-data_v1.csv
HD284113,03:15.4,+24:13:24.002,F8,5458,11.56,10.84,10.762,227.2,HD284113_harps_all-data_v1.dat,HD284113_harps_all-data_v1.csv
HD285968,42:55.8,+18:57:29.394,M2.5V,N/A,11.49,9.951,9,9.47,HD285968_harps_all-data_v1.dat,HD285968_harps_all-data_v1.csv
HD286123,55:04.0,+18:39:16.310,G0,5820.5,10.46,9.85,9.726,131.7,HD286123_harps_all-data_v1.dat,HD286123_harps_all-data_v1.csv
HD28635,31:29.3,+13:54:12.322,F9V,6132.7,8.3,7.746,7.63,49.06,HD28635_harps_all-data_v1.dat,HD28635_harps_all-data_v1.csv
HD28701,25:45.8,-69:59:37.263,G2V,5743.3,8.48,7.87,7.695,44.28,HD28701_harps_all-data_v1.dat,HD28701_harps_all-data_v1.csv
HD28807,31:57.0,-12:37:57.500,F6V,6392.5,7.62,7.16,7.033,57.73,HD28807_harps_all-data_v1.dat,HD28807_harps_all-data_v1.csv
HD28821,32:21.5,-05:02:20.417,G3V,5727,8.29,7.61,7.44,36.23,HD28821_harps_all-data_v1.dat,HD28821_harps_all-data_v1.csv
HD28969,33:28.9,-07:50:18.983,F7V,N/A,8.61,8.09,7.96,58.74,HD28969_harps_all-data_v1.dat,HD28969_harps_all-data_v1.csv
HD290038,11:36.8,-01:51:20.416,K0,4986.4,10.42,9.55,9.224,46.38,HD290038_harps_all-data_v1.dat,HD290038_harps_all-data_v1.csv
HD290327,23:21.6,-02:16:39.433,G0,5545.8,9.73,8.94,8.804,56.52,HD290327_harps_all-data_v1.dat,HD290327_harps_all-data_v1.csv
HD29137,30:11.2,-67:52:39.178,G5V,N/A,8.39,7.68,7.504,51.91,HD29137_harps_all-data_v1.dat,HD29137_harps_all-data_v1.csv
HD29263,35:45.7,-21:20:23.765,G3V,5836.2,8.81,8.2,8.012,53.95,HD29263_harps_all-data_v1.dat,HD29263_harps_all-data_v1.csv
HD29291,35:33.0,-30:33:44.429,G8+III,4842.5,4.8,3.82,3.466,61.64,HD29291_harps_all-data_v1.dat,HD29291_harps_all-data_v1.csv
HD29391,37:36.1,-02:28:24.778,F0IV,7190.1,5.486,5.209,5.122,29.78,HD29391_harps_all-data_v1.dat,HD29391_harps_all-data_v1.csv
HD29399,33:33.9,-62:49:25.237,K1III,4802.7,6.822,5.78,5.483,44.21,HD29399_harps_all-data_v1.dat,HD29399_harps_all-data_v1.csv
HD29428,36:15.3,-39:24:52.182,G3/5V,5757,9.66,8.99,8.861,64.06,HD29428_harps_all-data_v1.dat,HD29428_harps_all-data_v1.csv
HD29488,39:16.5,+15:55:04.702,A5Vn,7614.2,4.842,4.665,4.574,49.58,HD29488_harps_all-data_v1.dat,HD29488_harps_all-data_v1.csv
HD29737,40:06.8,-24:28:56.527,G6/8III,4972.2,6.494,5.563,5.28,99.57,HD29737_harps_all-data_v1.dat,HD29737_harps_all-data_v1.csv
HD297396,16:48.3,-49:18:04.847,K0,4558.7,11.33,10.23,9.809,46.32,HD297396_harps_all-data_v1.dat,HD297396_harps_all-data_v1.csv
HD29751,34:15.4,-73:12:31.606,G8III,4958.3,7.77,6.805,6.532,223.66,HD29751_harps_all-data_v1.dat,HD29751_harps_all-data_v1.csv
HD298541,32:54.9,-53:27:34.975,F5,5231.6,10.67,9.94,9.637,nan,HD298541_harps_all-data_v1.dat,HD298541_harps_all-data_v1.csv
HD298542,33:18.1,-53:27:24.973,F0,4950.1,10.923,9.894,9.459,782.11,HD298542_harps_all-data_v1.dat,HD298542_harps_all-data_v1.csv
HD29875,40:33.7,-41:51:49.507,F2V,6725.2,4.79,4.45,4.312,20.36,HD29875_harps_all-data_v1.dat,HD29875_harps_all-data_v1.csv
HD298936,13:14.8,-52:30:54.000,K3Ve,4928,10.81,9.763,9.469,53.35,HD298936_harps_all-data_v1.dat,HD298936_harps_all-data_v1.csv
HD299043,21:08.1,-52:30:19.230,K7,4419.7,11.39,10.26,9.829,42.16,HD299043_harps_all-data_v1.dat,HD299043_harps_all-data_v1.csv
HD29985,42:05.2,-33:55:11.307,K6V,N/A,11.2,10.03,9.472,31.3,HD29985_harps_all-data_v1.dat,HD29985_harps_all-data_v1.csv
HD299896,11:10.1,-55:01:53.474,K7,4873.5,10.55,9.51,9.241,40.84,HD299896_harps_all-data_v1.dat,HD299896_harps_all-data_v1.csv
HD30053,41:19.7,-52:37:32.858,F7/8V,6001.9,8.68,8.14,8.006,60.56,HD30053_harps_all-data_v1.dat,HD30053_harps_all-data_v1.csv
HD30306,39:58.0,-71:30:20.205,G9V,5535.7,8.51,7.75,7.571,37.77,HD30306_harps_all-data_v1.dat,HD30306_harps_all-data_v1.csv
HD304043,16:00.2,-57:32:51.571,M3.5,N/A,12.848,11.516,10.477,12.67,HD304043_harps_all-data_v1.dat,HD304043_harps_all-data_v1.csv
HD30447,46:49.5,-26:18:08.850,F3V,6709.2,8.25,7.86,7.754,80.54,HD30447_harps_all-data_v1.dat,HD30447_harps_all-data_v1.csv
HD304864,01:03.5,-60:17:35.647,G5,4595.1,8.88,7.68,7.349,1029.44,HD304864_harps_all-data_v1.dat,HD304864_harps_all-data_v1.csv
HD30669,48:28.5,-28:25:09.461,G8/K0V,5386,9.93,9.11,8.907,58.18,HD30669_harps_all-data_v1.dat,HD30669_harps_all-data_v1.csv
HD30703,47:59.9,-41:53:32.768,K3V,5095.6,10.15,9.24,nan,nan,HD30703_harps_all-data_v1.dat,HD30703_harps_all-data_v1.csv
HD3074A,33:43.8,-35:00:07.489,G0,N/A,7.15,6.57,6.431,33.95,HD3074A_harps_all-data_v1.dat,HD3074A_harps_all-data_v1.csv
HD308353,18:15.3,-62:42:26.696,A,6986.5,12.32,12.48,12.017,1371.18,HD308353_harps_all-data_v1.dat,HD308353_harps_all-data_v1.csv
HD308357,17:29.6,-62:45:03.742,A0,N/A,11.42,11.2,11.125,1398.21,HD308357_harps_all-data_v1.dat,HD308357_harps_all-data_v1.csv
HD31103,51:40.6,-31:34:02.360,G1V,6060.7,8.67,8.08,7.933,54.64,HD31103_harps_all-data_v1.dat,HD31103_harps_all-data_v1.csv
HD312256,04:36.0,-61:40:17.285,OB,4895,10.53,9.83,9.452,nan,HD312256_harps_all-data_v1.dat,HD312256_harps_all-data_v1.csv
HD31527,55:38.4,-23:14:30.758,G0V,5922,8.071,7.484,7.332,38.49,HD31527_harps_all-data_v1.dat,HD31527_harps_all-data_v1.csv
HD31532,51:20.8,-68:04:10.750,G0V,5916,7.43,6.82,6.644,56.13,HD31532_harps_all-data_v1.dat,HD31532_harps_all-data_v1.csv
HD3167,34:57.5,+04:22:53.283,K0V,5292,nan,nan,8.762,47.35,HD3167_harps_all-data_v1.dat,HD3167_harps_all-data_v1.csv
HD318107,39:41.2,-32:17:57.534,N/A,9050,9.38,9.34,9.307,424.75,HD318107_harps_all-data_v1.dat,HD318107_harps_all-data_v1.csv
HD31822,58:35.8,-09:20:03.464,G1V,6001.6,8.5,7.93,7.794,46.35,HD31822_harps_all-data_v1.dat,HD31822_harps_all-data_v1.csv
HD320345,39:37.8,-36:15:41.262,M2,3306,11.05,9.33,7.495,nan,HD320345_harps_all-data_v1.dat,HD320345_harps_all-data_v1.csv
HD3221,34:51.2,-61:54:58.129,K4Ve,4451.8,10.83,9.604,9.101,44.5,HD3221_harps_all-data_v1.dat,HD3221_harps_all-data_v1.csv
HD3229,35:32.8,-00:30:20.198,F5V,6471,6.368,5.936,5.813,57.92,HD3229_harps_all-data_v1.dat,HD3229_harps_all-data_v1.csv
HD323684,28:46.1,-41:39:50.304,K6+Vk:,4175.2,11.78,10.32,9.939,34.45,HD323684_harps_all-data_v1.dat,HD323684_harps_all-data_v1.csv
HD325367,03:05.5,-40:18:25.426,M0,3969.5,11.4,8.5,12.25,157.7,HD325367_harps_all-data_v1.dat,HD325367_harps_all-data_v1.csv
HD32564,04:06.2,-00:38:56.602,G6V,5522,9.31,8.6,8.41,48.53,HD32564_harps_all-data_v1.dat,HD32564_harps_all-data_v1.csv
HD32646,04:22.4,-10:08:58.668,K0V,N/A,10.47,9.67,9.46,55.72,HD32646_harps_all-data_v1.dat,HD32646_harps_all-data_v1.csv
HD32724,04:47.6,-11:41:56.505,G2V,5824,7.81,7.2,7.035,43.41,HD32724_harps_all-data_v1.dat,HD32724_harps_all-data_v1.csv
HD327692,02:11.9,-44:42:46.848,A0,6546.4,11.39,11,10.717,nan,HD327692_harps_all-data_v1.dat,HD327692_harps_all-data_v1.csv
HD33142,07:35.5,-13:59:11.336,K0III,5039.3,8.905,7.96,7.713,121.8,HD33142_harps_all-data_v1.dat,HD33142_harps_all-data_v1.csv
HD33473,08:29.9,-41:12:49.327,G3V,N/A,7.4,6.752,6.57,54.98,HD33473_harps_all-data_v1.dat,HD33473_harps_all-data_v1.csv
HD34642,17:29.1,-34:53:42.744,K1IV,N/A,5.83,4.83,4.484,31.45,HD34642_harps_all-data_v1.dat,HD34642_harps_all-data_v1.csv
HD347929,07:24.1,+19:42:22.909,K0,4594,10.18,9.099,9.04,240.22,HD347929_harps_all-data_v1.dat,HD347929_harps_all-data_v1.csv
HD35650,24:30.2,-38:58:10.746,K6V,4175,10.365,9.054,8.526,17.48,HD35650_harps_all-data_v1.dat,HD35650_harps_all-data_v1.csv
HD358155,01:54.5,-13:25:59.710,G4+K3,4952.5,11.75,10.79,11.032,223.73,HD358155_harps_all-data_v1.dat,HD358155_harps_all-data_v1.csv
HD36051,26:42.6,-45:02:58.746,F7V,6079.3,8.79,8.22,8.085,54.43,HD36051_harps_all-data_v1.dat,HD36051_harps_all-data_v1.csv
HD36152,28:59.1,-17:25:45.265,G5V,5759.2,8.95,8.27,8.114,49.41,HD36152_harps_all-data_v1.dat,HD36152_harps_all-data_v1.csv
HD36379,30:59.9,-10:04:51.904,G2V,N/A,7.47,6.91,6.795,41.2,HD36379_harps_all-data_v1.dat,HD36379_harps_all-data_v1.csv
HD37160,36:54.4,+09:17:26.409,G9.5IIIbFe-2.5,N/A,5.04,4.09,3.711,34.35,HD37160_harps_all-data_v1.dat,HD37160_harps_all-data_v1.csv
HD37226,33:44.4,-54:54:08.244,F8V,6120.3,6.946,6.418,6.271,52.96,HD37226_harps_all-data_v1.dat,HD37226_harps_all-data_v1.csv
HD37572,36:56.9,-47:57:52.884,K0V,5343,8.77,7.676,7.542,24.63,HD37572_harps_all-data_v1.dat,HD37572_harps_all-data_v1.csv
HD37990,40:42.9,-36:35:05.613,F7/8V,6159,8.37,7.84,7.702,52.26,HD37990_harps_all-data_v1.dat,HD37990_harps_all-data_v1.csv
HD38078,41:23.4,-35:42:50.725,G6V,5726,9.65,8.97,8.832,58.3,HD38078_harps_all-data_v1.dat,HD38078_harps_all-data_v1.csv
HD3821,40:47.5,-07:13:57.377,G1V+K5V,5821,nan,nan,nan,nan,HD3821_harps_all-data_v1.dat,HD3821_harps_all-data_v1.csv
HD38283,37:02.0,-73:41:57.644,F9.5V,6051,7.26,6.696,6.544,38.1,HD38283_harps_all-data_v1.dat,HD38283_harps_all-data_v1.csv
HD38355,42:27.4,-50:28:29.704,K0V,5298,9.86,9,8.782,48.87,HD38355_harps_all-data_v1.dat,HD38355_harps_all-data_v1.csv
HD38385,43:30.2,-39:24:24.870,F3V,6809,6.6,6.243,6.149,53.17,HD38385_harps_all-data_v1.dat,HD38385_harps_all-data_v1.csv
HD38459,43:26.5,-47:49:22.710,K1IV-V,5324,9.37,8.5,8.292,37.05,HD38459_harps_all-data_v1.dat,HD38459_harps_all-data_v1.csv
HD38467,44:39.4,-29:55:00.017,G3/5V,5733,8.94,8.25,8.102,71.81,HD38467_harps_all-data_v1.dat,HD38467_harps_all-data_v1.csv
HD38677,47:06.3,-10:37:48.828,F8V,6088,8.55,7.98,7.85,62.65,HD38677_harps_all-data_v1.dat,HD38677_harps_all-data_v1.csv
HD39091,37:09.9,-80:28:08.831,G0V,N/A,6.25,5.67,5.491,18.28,HD39091_harps_all-data_v1.dat,HD39091_harps_all-data_v1.csv
HD39427,50:27.4,-43:41:58.725,G6V,5701,9.39,8.7,8.552,50.25,HD39427_harps_all-data_v1.dat,HD39427_harps_all-data_v1.csv
HD3964,42:09.8,-03:03:22.970,G5V,5696.1,9.08,8.38,8.227,48.97,HD3964_harps_all-data_v1.dat,HD3964_harps_all-data_v1.csv
HD4021,42:36.1,-16:42:11.594,G5V,5644.5,9.55,8.84,8.684,60.4,HD4021_harps_all-data_v1.dat,HD4021_harps_all-data_v1.csv
HD40293,54:31.0,-55:50:37.827,G6V,5543.5,9.81,9.09,8.908,60.25,HD40293_harps_all-data_v1.dat,HD40293_harps_all-data_v1.csv
HD40483,56:55.0,-44:00:32.295,F6V,6200,7.136,6.644,6.513,53.84,HD40483_harps_all-data_v1.dat,HD40483_harps_all-data_v1.csv
HD40657,00:03.3,-03:04:27.334,K1.5III-IIIbCN-1,4316.7,5.74,4.52,4.042,88.52,HD40657_harps_all-data_v1.dat,HD40657_harps_all-data_v1.csv
HD40808,59:08.8,-42:48:54.482,G8/K1II,4624,5.1,3.96,3.559,136.73,HD40808_harps_all-data_v1.dat,HD40808_harps_all-data_v1.csv
HD41047,01:16.3,-33:54:42.602,K5III,3920,7.102,5.524,4.842,194.32,HD41047_harps_all-data_v1.dat,HD41047_harps_all-data_v1.csv
HD41071,00:41.3,-44:53:50.106,G8V,5561.5,9.81,9.07,8.894,54.39,HD41071_harps_all-data_v1.dat,HD41071_harps_all-data_v1.csv
HD41076,03:24.8,+11:40:51.842,A0Vs,9438,6.047,6.075,6.061,143.14,HD41076_harps_all-data_v1.dat,HD41076_harps_all-data_v1.csv
HD41087,01:10.4,-38:16:25.245,G6V,5548.8,9.73,9.01,8.843,53.66,HD41087_harps_all-data_v1.dat,HD41087_harps_all-data_v1.csv
HD41245,02:06.4,-38:59:21.582,G8IV,4890,7.79,6.83,6.54,134.88,HD41245_harps_all-data_v1.dat,HD41245_harps_all-data_v1.csv
HD41248,00:32.8,-56:09:42.597,G2V,5824,9.42,8.81,8.66,55.54,HD41248_harps_all-data_v1.dat,HD41248_harps_all-data_v1.csv
HD41291,02:52.6,-30:24:28.808,G3V,5753,9.76,9.05,8.907,75.43,HD41291_harps_all-data_v1.dat,HD41291_harps_all-data_v1.csv
HD41323,02:14.7,-44:00:33.512,G3/5V,N/A,9.35,8.71,8.563,53.18,HD41323_harps_all-data_v1.dat,HD41323_harps_all-data_v1.csv
HD41511,04:59.1,-16:29:03.968,A3+K/M,5523.7,5.17,4.93,4.608,222.29,HD41511_harps_all-data_v1.dat,HD41511_harps_all-data_v1.csv
HD41695,06:09.3,-14:56:06.912,A0V,8831,4.707,4.663,4.603,49.53,HD41695_harps_all-data_v1.dat,HD41695_harps_all-data_v1.csv
HD41742,04:40.1,-45:04:44.146,F5.5V+K4.5Vk:,N/A,nan,nan,nan,nan,HD41742_harps_all-data_v1.dat,HD41742_harps_all-data_v1.csv
HD41842,06:16.6,-27:54:20.982,K1V,5041.6,9.86,8.98,8.683,35.74,HD41842_harps_all-data_v1.dat,HD41842_harps_all-data_v1.csv
HD4211,44:12.1,-38:25:18.062,K1III,N/A,7.06,5.96,5.554,98.35,HD4211_harps_all-data_v1.dat,HD4211_harps_all-data_v1.csv
HD42269,58:59.0,-78:16:55.515,K1/2V,4954.8,10.96,9.93,9.685,50.64,HD42269_harps_all-data_v1.dat,HD42269_harps_all-data_v1.csv
HD42270,53:29.3,-81:56:53.185,K0V,N/A,9.85,9.154,8.894,58.94,HD42270_harps_all-data_v1.dat,HD42270_harps_all-data_v1.csv
HD42538,08:13.6,-53:16:58.001,F7V,5889.8,8.79,8.18,8.052,94.77,HD42538_harps_all-data_v1.dat,HD42538_harps_all-data_v1.csv
HD42545,12:03.3,+16:07:49.461,B5Vn,8868.7,4.8,4.92,4.882,223.28,HD42545_harps_all-data_v1.dat,HD42545_harps_all-data_v1.csv
HD42556,39:59.2,-85:54:51.575,G8III,5074,7.7,6.78,6.533,148.38,HD42556_harps_all-data_v1.dat,HD42556_harps_all-data_v1.csv
HD42581,10:34.6,-21:51:52.658,M1V,N/A,9.607,8.125,7.307,5.76,HD42581_harps_all-data_v1.dat,HD42581_harps_all-data_v1.csv
HD42606,11:03.1,-13:48:02.907,K3V,4877.9,9.8,8.79,8.487,40.96,HD42606_harps_all-data_v1.dat,HD42606_harps_all-data_v1.csv
HD42618,12:00.6,+06:46:59.057,G4V,N/A,7.496,6.839,6.683,24.35,HD42618_harps_all-data_v1.dat,HD42618_harps_all-data_v1.csv
HD42659,11:21.8,-15:47:35.014,ApSrCrEu,7698,7.01,6.75,6.738,131.21,HD42659_harps_all-data_v1.dat,HD42659_harps_all-data_v1.csv
HD42719,09:27.7,-51:23:21.968,G5/8(III/IV+F),5885.5,9.281,7.5,7.349,70.47,HD42719_harps_all-data_v1.dat,HD42719_harps_all-data_v1.csv
HD42729,11:13.7,-26:28:55.553,B9.5IV/V,9661.7,6.043,6.068,6.053,278.02,HD42729_harps_all-data_v1.dat,HD42729_harps_all-data_v1.csv
HD42813,12:14.0,-14:39:00.062,K0V,5357,10.32,9.47,9.275,68.33,HD42813_harps_all-data_v1.dat,HD42813_harps_all-data_v1.csv
HD42936,06:29.8,-72:30:45.554,K0IV/V,N/A,10,9.09,8.854,46.95,HD42936_harps_all-data_v1.dat,HD42936_harps_all-data_v1.csv
HD4293,44:57.1,-42:40:35.612,F0V,7277.2,6.207,5.926,5.858,66.91,HD4293_harps_all-data_v1.dat,HD4293_harps_all-data_v1.csv
HD4308,44:39.3,-65:38:58.282,G6VFe-0.9,N/A,7.193,6.552,6.372,22.03,HD4308_harps_all-data_v1.dat,HD4308_harps_all-data_v1.csv
HD4313,45:40.4,+07:50:42.072,G5,4966.5,8.788,7.82,7.574,136.82,HD4313_harps_all-data_v1.dat,HD4313_harps_all-data_v1.csv
HD43180,12:40.6,-43:37:44.414,G3V,5827,8.94,8.3,8.147,48.85,HD43180_harps_all-data_v1.dat,HD43180_harps_all-data_v1.csv
HD43197,13:35.7,-29:53:50.151,G8/K0IV/V,5476.8,9.79,8.95,8.772,62.52,HD43197_harps_all-data_v1.dat,HD43197_harps_all-data_v1.csv
HD43717,16:52.9,-18:36:24.145,G0V,5842.6,8.09,7.48,7.314,56.65,HD43717_harps_all-data_v1.dat,HD43717_harps_all-data_v1.csv
HD43785,16:33.1,-35:08:25.863,G9IIIbCN0.5,4900,5.37,4.37,4.052,54.92,HD43785_harps_all-data_v1.dat,HD43785_harps_all-data_v1.csv
HD43834B,10:14.5,-74:45:10.963,M3.5,5656.7,nan,nan,nan,nan,HD43834B_harps_all-data_v1.dat,HD43834B_harps_all-data_v1.csv
HD43940,17:09.6,-37:15:12.777,A2Vn,8269.7,6.016,5.872,5.834,61.62,HD43940_harps_all-data_v1.dat,HD43940_harps_all-data_v1.csv
HD43989,19:08.1,-03:26:20.358,G0V,6027,8.52,7.95,7.702,52.01,HD43989_harps_all-data_v1.dat,HD43989_harps_all-data_v1.csv
HD4398,46:11.8,-22:31:19.572,G8/K0III,4872.3,6.48,5.5,5.206,94.77,HD4398_harps_all-data_v1.dat,HD4398_harps_all-data_v1.csv
HD44219,20:14.3,-10:43:30.030,G3V,5762.8,8.36,7.7,7.53,52.99,HD44219_harps_all-data_v1.dat,HD44219_harps_all-data_v1.csv
HD44420,21:43.5,-00:32:20.855,G6V,5715,8.27,7.63,7.458,43.04,HD44420_harps_all-data_v1.dat,HD44420_harps_all-data_v1.csv
HD44447,15:06.0,-71:42:09.951,G0VFe-0.8CH-0.3,5988.3,7.182,6.615,6.466,32.56,HD44447_harps_all-data_v1.dat,HD44447_harps_all-data_v1.csv
HD44573,21:33.1,-22:12:53.109,K2.5Vk:,5035.3,9.38,8.46,8.212,28.77,HD44573_harps_all-data_v1.dat,HD44573_harps_all-data_v1.csv
HD4457,45:42.9,-67:52:29.135,K2V,4933.8,10.68,9.76,9.443,46.75,HD4457_harps_all-data_v1.dat,HD4457_harps_all-data_v1.csv
